From Timestamp,E_PV_HSS,E_PV_S2_2,E_PV_Oth
14-05-2017 00:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:15,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:20,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:25,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:30,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:35,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:40,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:45,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:50,361215.2899999999,142220.48,657872.5099999999
14-05-2017 00:55,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:15,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:20,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:25,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:30,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:35,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:40,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:45,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:50,361215.2899999999,142220.48,657872.5099999999
14-05-2017 01:55,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:15,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:20,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:25,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:30,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:35,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:40,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:45,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:50,361215.2899999999,142220.48,657872.5099999999
14-05-2017 02:55,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:15,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:20,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:25,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:30,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:35,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:40,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:45,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:50,361215.2899999999,142220.48,657872.5099999999
14-05-2017 03:55,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:15,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:20,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:25,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:30,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:35,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:40,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:45,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:50,361215.2899999999,142220.48,657872.5099999999
14-05-2017 04:55,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:15,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:20,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:25,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:30,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:35,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:40,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:45,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:50,361215.2899999999,142220.48,657872.5099999999
14-05-2017 05:55,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:15,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:20,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:25,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:30,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:35,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:40,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:45,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:50,361215.2899999999,142220.48,657872.5099999999
14-05-2017 06:55,361215.2899999999,142220.48,657872.5099999999
14-05-2017 07:00,361215.2899999999,142220.48,657872.5099999999
14-05-2017 07:05,361215.2899999999,142220.48,657872.5099999999
14-05-2017 07:10,361215.2899999999,142220.48,657872.5099999999
14-05-2017 07:15,361215.2899999999,142220.49000000002,657872.5499999999
14-05-2017 07:20,361215.38,142220.53999999998,657872.8400000001
14-05-2017 07:25,361215.57999999996,142220.61000000002,657873.33
14-05-2017 07:30,361215.84,142220.71,657874.0099999998
14-05-2017 07:35,361216.26000000007,142220.86,657874.9299999999
14-05-2017 07:40,361216.95000000007,142221.09000000003,657876.5100000001
14-05-2017 07:45,361217.73,142221.38,657878.35
14-05-2017 07:50,361218.92,142221.69,657880.9699999999
14-05-2017 07:55,361220.5,142222.19,657884.9200000002
14-05-2017 08:00,361221.76000000007,142222.52999999997,657887.3800000001
14-05-2017 08:05,361222.83999999997,142222.91,657889.7400000001
14-05-2017 08:10,361225.18999999994,142223.47,657894.76
14-05-2017 08:15,361228.02,142224.12,657900.3000000003
14-05-2017 08:20,361231.84,142224.82,657907.06
14-05-2017 08:25,361234.55000000005,142225.42,657912.48
14-05-2017 08:30,361237.16000000003,142226.03,657917.7599999999
14-05-2017 08:35,361238.39,142226.43,657920.25
14-05-2017 08:40,361239.47000000003,142226.78,657922.47
14-05-2017 08:45,361240.35,142227.12,657924.5299999999
14-05-2017 08:50,361241.78,142227.63,657927.6299999998
14-05-2017 08:55,361244.24999999994,142228.25,657931.81
14-05-2017 09:00,361247.87000000005,142229.4,657939.42
14-05-2017 09:05,361250.92999999993,142230.42,657946.76
14-05-2017 09:10,361253.12,142231.1,657951.5300000001
14-05-2017 09:15,361256.05000000005,142232.28999999998,657958.8700000001
14-05-2017 09:20,361256.6,142235.21,657974.6900000001
14-05-2017 09:25,361256.6,142236.27000000002,657981.71
14-05-2017 09:30,361256.6,142237.22999999998,657987.58
14-05-2017 09:35,361256.6,142238.33,657994.9199999998
14-05-2017 09:40,361256.6,142239.78999999998,658003.8699999999
14-05-2017 09:45,361256.6,142243.9,658028.0299999998
14-05-2017 09:50,361256.6,142246.07,658042.5300000003
14-05-2017 09:55,361256.6,142247.96999999997,658055.5
14-05-2017 10:00,361256.6,142250.49,658070.3000000003
14-05-2017 10:05,361256.6,142251.52,658076.3300000001
14-05-2017 10:10,361256.6,142252.52,658082.09
14-05-2017 10:15,361256.6,142256.22,658101.1600000001
14-05-2017 10:20,361256.6,142261.9,658132.3699999999
14-05-2017 10:25,361256.6,142267.04,658161.0700000002
14-05-2017 10:30,361256.6,142270.62,658182.4999999999
14-05-2017 10:35,361256.6,142275.06,658208.1299999999
14-05-2017 10:40,361256.6,142279.79,658234.4699999999
14-05-2017 10:45,361256.6,142284.73,658262.2199999999
14-05-2017 10:50,361256.6,142289.93000000002,658291.7300000001
14-05-2017 10:55,361256.6,142292.68000000002,658307.22
14-05-2017 11:00,361256.6,142294.90000000002,658320.8599999996
14-05-2017 11:05,361256.6,142296.62,658332.0800000002
14-05-2017 11:10,361256.6,142298.46000000002,658345.1000000002
14-05-2017 11:15,361256.6,142300.09999999998,658354.9500000001
14-05-2017 11:20,361256.6,142302.18,658367.3800000001
14-05-2017 11:25,361256.6,142304.65,658384.1799999999
14-05-2017 11:30,361256.6,142307.91,658407.1499999999
14-05-2017 11:35,361256.6,142310.59,658421.8400000001
14-05-2017 11:40,361256.6,142312.77,658435.3600000001
14-05-2017 11:45,361256.6,142315.36000000002,658449.5099999999
14-05-2017 11:50,361256.6,142316.82,658458.4300000002
14-05-2017 11:55,361256.6,142318.18000000002,658466.4899999999
14-05-2017 12:00,361256.6,142319.06,658471.82
14-05-2017 12:05,361256.6,142319.87,658476.3299999998
14-05-2017 12:10,361256.6,142320.95,658482.3
14-05-2017 12:15,361256.6,142322.49,658490.6299999999
14-05-2017 12:20,361256.6,142324.31,658500.8800000001
14-05-2017 12:25,361256.6,142326.12,658510.74
14-05-2017 12:30,361256.6,142328.13,658522.0900000001
14-05-2017 12:35,361256.6,142329.46,658529.9199999999
14-05-2017 12:40,361256.6,142331.12,658539.41
14-05-2017 12:45,361256.6,142333.91,658555.2500000001
14-05-2017 12:50,361256.6,142339.13,658586.5500000002
14-05-2017 12:55,361256.6,142341.09,658598.97
14-05-2017 13:00,361256.6,142342.85,658609.4900000001
14-05-2017 13:05,361256.6,142346.13,658625.6900000002
14-05-2017 13:10,361256.6,142348.75,658646.02
14-05-2017 13:15,361256.6,142350.99,658659.99
14-05-2017 13:20,361264.66000000003,142354.0,658676.5
14-05-2017 13:25,361271.82,142356.69,658692.5500000002
14-05-2017 13:30,361283.50999999995,142360.34,658715.1199999999
14-05-2017 13:35,361288.88000000006,142362.08000000002,658726.6199999999
14-05-2017 13:40,361292.67999999993,142363.67,658735.75
14-05-2017 13:45,361295.10000000003,142364.66999999998,658741.4500000001
14-05-2017 13:50,361298.02999999997,142365.9,658748.62
14-05-2017 13:55,361300.9799999999,142367.11,658755.55
14-05-2017 14:00,361303.79000000004,142368.26,658762.2499999999
14-05-2017 14:05,361307.0,142369.64,658770.02
14-05-2017 14:10,361310.43,142371.07,658778.23
14-05-2017 14:15,361313.64,142372.43,658785.9400000001
14-05-2017 14:20,361317.16000000003,142373.91,658794.3600000001
14-05-2017 14:25,361321.29000000004,142375.65,658804.17
14-05-2017 14:30,361325.22,142377.3,658813.5
14-05-2017 14:35,361328.35000000003,142378.58000000002,658820.86
14-05-2017 14:40,361330.59,142379.49000000002,658826.23
14-05-2017 14:45,361332.25,142380.15,658830.0099999999
14-05-2017 14:50,361333.69,142380.75,658833.4499999998
14-05-2017 14:55,361334.93999999994,142381.28,658836.4199999999
14-05-2017 15:00,361336.17,142381.79,658839.3700000001
14-05-2017 15:05,361337.81,142382.44999999998,658843.2799999999
14-05-2017 15:10,361339.4,142383.1,658846.9700000001
14-05-2017 15:15,361340.58,142383.55,658849.6199999999
14-05-2017 15:20,361341.27999999997,142383.78999999998,658851.1500000001
14-05-2017 15:25,361341.9700000001,142384.1,658852.8600000002
14-05-2017 15:30,361342.83999999997,142384.42,658854.77
14-05-2017 15:35,361343.79,142384.78,658856.9099999997
14-05-2017 15:40,361344.62999999995,142385.14,658858.97
14-05-2017 15:45,361345.94,142385.66999999998,658861.9800000001
14-05-2017 15:50,361347.65,142386.33,658865.9199999998
14-05-2017 15:55,361349.25,142386.96000000002,658869.6900000001
14-05-2017 16:00,361350.87999999995,142387.61,658873.5900000001
14-05-2017 16:05,361352.55000000005,142388.27,658877.59
14-05-2017 16:10,361354.60000000003,142389.16,658882.7899999998
14-05-2017 16:15,361356.99,142390.15,658888.61
14-05-2017 16:20,361360.39,142391.6,658897.1799999999
14-05-2017 16:25,361364.39999999997,142393.55000000002,658908.19
14-05-2017 16:30,361368.38,142395.45,658918.8600000003
14-05-2017 16:35,361374.52,142398.31,658935.07
14-05-2017 16:40,361380.62999999995,142401.29,658951.5900000001
14-05-2017 16:45,361387.09,142404.39,658969.0100000001
14-05-2017 16:50,361393.75,142407.27000000002,658985.84
14-05-2017 16:55,361399.55,142409.85,659000.79
14-05-2017 17:00,361403.14999999997,142411.81,659011.54
14-05-2017 17:05,361406.25,142413.06,659019.1600000001
14-05-2017 17:10,361408.89,142414.0,659025.1600000003
14-05-2017 17:15,361410.86000000004,142414.86000000002,659030.1399999998
14-05-2017 17:20,361412.57999999996,142415.57,659034.3699999999
14-05-2017 17:25,361414.12,142416.21000000002,659038.2899999999
14-05-2017 17:30,361416.11999999994,142417.31,659044.2699999999
14-05-2017 17:35,361418.73000000004,142418.48,659051.3200000002
14-05-2017 17:40,361421.42,142419.82,659058.82
14-05-2017 17:45,361424.11000000004,142421.2,659066.7700000004
14-05-2017 17:50,361425.68,142421.92,659070.79
14-05-2017 17:55,361426.2100000001,142422.13,659072.0399999999
14-05-2017 18:00,361426.34,142422.19999999998,659072.44
14-05-2017 18:05,361426.51999999996,142422.25,659072.77
14-05-2017 18:10,361426.68000000005,142422.32,659073.1600000001
14-05-2017 18:15,361426.73000000004,142422.33,659073.2700000001
14-05-2017 18:20,361426.80000000005,142422.37,659073.5100000001
14-05-2017 18:25,361426.94,142422.42,659073.8
14-05-2017 18:30,361427.05000000005,142422.46,659074.0200000001
14-05-2017 18:35,361427.07000000007,142422.46,659074.08
14-05-2017 18:40,361427.08999999997,142422.47999999998,659074.18
14-05-2017 18:45,361427.08999999997,142422.5,659074.2300000001
14-05-2017 18:50,361427.08999999997,142422.5,659074.2300000001
14-05-2017 18:55,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:00,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:05,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:10,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:15,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:20,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:25,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:30,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:35,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:40,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:45,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:50,361427.08999999997,142422.5,659074.2300000001
14-05-2017 19:55,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:00,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:05,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:10,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:15,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:20,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:25,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:30,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:35,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:40,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:45,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:50,361427.08999999997,142422.5,659074.2300000001
14-05-2017 20:55,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:00,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:05,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:10,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:15,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:20,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:25,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:30,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:35,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:40,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:45,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:50,361427.08999999997,142422.5,659074.2300000001
14-05-2017 21:55,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:00,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:05,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:10,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:15,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:20,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:25,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:30,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:35,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:40,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:45,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:50,361427.08999999997,142422.5,659074.2300000001
14-05-2017 22:55,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:00,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:05,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:10,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:15,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:20,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:25,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:30,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:35,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:40,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:45,361427.08999999997,142422.5,659074.2300000001
14-05-2017 23:50,361427.08999999997,142422.5,659074.2300000001
